ID,App,Rating,Reviews,Size,Installs,Type,Content Rating
1013,be Produbanco,0.0,967,22000000,100000,Free,Everyone
1014,Pharmacie de Garde CI et Prix,1.0,2599,6900000,100000,Free,Mature 17+
1016,EC Fairgrounds,1.0,3,5500000,500,Free,Everyone
1017,DG Mobile,1.0,59,1400000,1000,Free,Everyone
1019,POLARIS 2MFG,1.0,1228,29000000,10000,Free,Everyone
1020,Cake Shop - Kids Cooking,1.0,30668,33000000,5000000,Free,Everyone
1021,Harkins Theatres,1.0,1511,12000000,100000,Free,Everyone
1022,Nick,1.0,123279,25000000,10000000,Free,others
1023,White Classic Petite Watch Theme for DW,1.0,2,3000000,500,Free,Everyone
1024,"Secrets of beauty, youth and health",1.0,77,2900000,10000,Free,Mature 17+
1025,bk Group Mobile,1.0,1,30000000,50,Free,Everyone
1026,DIY Garden Ideas,1.0,3309,13000000,500000,Free,Everyone
1027,Hamburg Transit - Offline HVV DB times and plans,1.0,9,10000000,1000,Free,Everyone
1029,EP RSS Reader,0.0,4,892000,100,Free,Everyone
1030,Whataburger,1.0,5093,56000000,500000,Free,Everyone
1031,Registered Dietitian Pocket Prep,1.0,283,12000000,5000,Free,Everyone
1033,Period Tracker Clue: Period and Ovulation Tracker,1.0,570242,20000000,10000000,Free,Everyone
1034,Ultimate DC Challenge,1.0,937,35000000,10000,Free,Everyone
1035,Elmo Calls by Sesame Street,0.0,6903,25000000,1000000,Free,Everyone
1036,Ludo Family Dice Game,1.0,3593,19000000,500000,Free,Everyone
1037,Texas HoldEm Poker Deluxe (BR),1.0,1418,26000000,10000,Free,Teen
1039,DM Transfers Dalaman Transfers,1.0,51,245000,10000,Free,Everyone
1040,PRO MX MOTOCROSS 2,0.0,25275,21000000,5000000,Free,Everyone
1041,Flashlight X,1.0,20418,4300000,1000000,Free,Everyone
1042,BK Photography,1.0,20,4800000,1000,Free,Everyone
1043,RoboPad++,1.0,77,10000000,10000,Free,Everyone
1044,ePN Cashback AliExpress,1.0,19212,6900000,500000,Free,Everyone
1046,AC Remote for Daikin - NOW FREE,0.0,383,26000000,50000,Free,Everyone
1047,KLM - Royal Dutch Airlines,0.0,7705,40000000,1000000,Free,Everyone
1051,Chest Opener for CR - The Circle Game,1.0,68,2700000,5000,Free,Everyone
1052,Hero Fighter X,1.0,24210,45000000,500000,Free,Teen
1053,Barcelona Calendar,1.0,670,3100000,10000,Free,Everyone
1054,EY Events,0.0,31,54000000,10000,Free,Everyone
1055,A/C REFRIGERANT CAPACITY,0.0,84,2100000,10000,Free,Everyone
1056,Sleep as Microsoft Band Add-On,0.0,28,121000,1000,Free,Everyone
1057,Zocdoc: Find Doctors & Book Appointments,1.0,6099,38000000,500000,Free,Everyone
1058,Florida Offline Road Map,0.0,144,8700000,10000,Free,Everyone
1059,To Do List,1.0,253155,3500000,5000000,Free,Everyone
1060,Change photo background,0.0,28660,6400000,5000000,Free,Everyone
1061,AC Remote for Carrier - NOW FREE,0.0,163,26000000,10000,Free,Everyone
1062,EyeCloud,0.0,1267,55000000,100000,Free,Everyone
1064,Bill Miller Bar-B-Q Store Ops,1.0,0,2500000,100,Free,Everyone
1065,BNCR Token Celular,0.0,913,70000,100000,Free,Everyone
1066,Age of Conquest: N. America,1.0,659,3300000,10000,Paid,Everyone
1067,FK,1.0,1517,8500000,100000,Free,Everyone
1068,RRIMS FO,1.0,2,5200000,100,Free,Everyone
1070,Walmart MoneyCard,1.0,6148,10000000,1000000,Free,Everyone
1071,All Mental disorders,1.0,453,11000000,100000,Free,Everyone
1072,Permit Test Connecticut CT DMV,1.0,186,9600000,10000,Free,Everyone
1073,Cyprus Bus Companion,0.0,112,1400000,10000,Free,Everyone
1074,Dulquer Salmaan HD Wallpapers,1.0,1,3900000,100,Free,Everyone
1075,ConnectLine,0.0,253,4200000,50000,Free,Everyone
1076,[BN] Blitz,0.0,4,5600000,100,Free,Everyone
1077,DS-Admin,1.0,1,21000000,10,Free,Everyone
1078,V for Voodoo,1.0,16876,59000000,1000000,Free,Teen
1079,Team CF,1.0,0,3000000,100,Free,Everyone
1080,Photo Compress 2.0 - Ad Free,1.0,6267,1700000,1000000,Free,Everyone
1081,EasyLive - FB Live Helper,1.0,6,3700000,500,Free,Teen
1082,Strætó.is,0.0,742,15000000,100000,Free,Everyone
1084,Crayola Color Blaster,0.0,17,30000000,1000,Free,Everyone
1085,Citizens Bank Mobile Banking,1.0,15192,38000000,1000000,Free,Everyone
1086,Army of Heroes,1.0,85015,46000000,1000000,Free,others
1087,Bonza Poly Art - Tenkyu Animal Jam for Kids,1.0,22,31000000,1000,Free,Everyone
1088,DroidAdmin for Android - Advice,1.0,811,2800000,10000,Free,Everyone
1089,Toys Defense: Horror Land,0.0,168,24000000,10000,Free,Everyone
1090,NBA JAM by EA SPORTS™,1.0,56444,43000000,500000,Paid,Everyone
1091,She Will Be Loved Lyrics,1.0,2,705000,100,Free,Everyone
1092,Buttocks and Abdomen,1.0,465,6400000,500000,Free,Everyone
1093,CR Blue Icon Pack,1.0,323,38000000,10000,Free,Everyone
1094,Doctor Games For Girls - Hospital ER,1.0,51,39000000,5000,Free,Everyone
1095,AK-47: Simulator and Shooting,0.0,345,14000000,100000,Free,others
1096,Ambulance Rescue Simulator 17,1.0,6669,31000000,1000000,Free,Everyone
1097,EdiRange,0.0,736,1800000,100000,Free,Everyone
1100,"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",1.0,3,5300000,10,Paid,Everyone
1103,BC's Pizza,1.0,113,20000000,1000,Free,Everyone
1104,DW Maps,0.0,35,13000000,10000,Free,Everyone
1105,Four In A Line Free,1.0,133195,11000000,5000000,Free,Everyone
1106,Bee'ah Employee App,0.0,4,5400000,100,Free,Teen
1107,Anna.K Tarot,1.0,17,23000000,100,Paid,Mature 17+
1108,Formula DRIFT,1.0,169,19000000,10000,Free,Everyone
1109,Castle Clash: Epic Empire ES,1.0,584070,24000000,5000000,Free,others
1110,Crack the blue angry birds egg,0.0,85,2100000,10000,Free,Everyone
1111,CampGladiator,0.0,293,19000000,50000,Free,Everyone
1112,CB Trader,1.0,11,2200000,1000,Free,Everyone
1113,MIX by Camera360,1.0,111066,74000000,5000000,Free,Everyone
1114,Red Ball 4,1.0,1432447,59000000,50000000,Free,Everyone
1115,CP evolution calculator Pokemo,1.0,78,787000,10000,Free,Everyone
1116,Bible du Semeur-BDS (French),1.0,313,6900000,50000,Free,Everyone
1117,Stolica.bg,1.0,1,1300000,50,Free,Everyone
1118,PLAYBULB X,0.0,2160,15000000,100000,Free,Everyone
1119,BTS j-hope LINE Launcher theme,1.0,934,3800000,10000,Free,Everyone
1120,POCKET ATLAS OF CT HEAD,1.0,22,18000000,10000,Free,Everyone
1121,Be Like Bro - Compilation,1.0,146,3900000,10000,Free,Teen
1122,R Programming,1.0,2,5900000,1000,Free,Everyone
1123,Teeny Titans - Teen Titans Go!,1.0,20463,25000000,100000,Paid,others
1125,Rope Hero: Vice Town,1.0,452589,99000000,10000000,Free,Mature 17+
1126,VitusVet: Pet Health Care App,1.0,3052,12000000,100000,Free,Everyone
1127,Az Content,0.0,24,13000000,10000,Free,Everyone
1128,EF Mentor: Words,0.0,403,39000000,50000,Free,Teen
1129,NB|AZ Mobile Banking,0.0,463,13000000,10000,Free,Everyone
1130,Grim Tales: The Wishes CE,1.0,4923,20000000,100000,Free,others
1131,W Box VMS HD,0.0,24,16000000,5000,Free,Everyone
1132,DS - xR,1.0,2,1400000,10,Free,Everyone
1134,BT Communicator,0.0,32,1600000,10000,Free,Teen
1135,Hallmark Channel Everywhere,1.0,6784,13000000,500000,Free,Everyone
1136,Dr. Battery - Fast Charger - Super Cleaner 2018,1.0,101738,10000000,1000000,Free,Everyone
1137,Kids Balloon Pop Game Free 🎈,1.0,38021,19000000,10000000,Free,Everyone
1138,APUS Booster - Space Cleaner & Booster,1.0,1048766,13000000,10000000,Free,Everyone
1139,BLOOD & GLORY: IMMORTALS,1.0,101762,11000000,1000000,Free,Teen
1141,PK and DK Audio App,1.0,2,3900000,100,Free,Everyone
1142,Helper for CS:GO,1.0,208,6000000,10000,Free,Everyone
1143,Be like Bill Generator,1.0,67,6500000,5000,Free,Teen
1144,Elif Ba - Learn The Holy Quran,1.0,1491,38000000,50000,Free,Everyone
1145,mail.co.uk Mail,1.0,21,8700000,5000,Free,Everyone
1146,HTC Sense Input-AR,0.0,1420,2700000,100000,Free,Everyone
1148,Empire Z: Endless War,1.0,367951,76000000,5000000,Free,Teen
1149,DG-App,1.0,1,4500000,500,Free,Everyone
1150,Meme Creator,1.0,38769,44000000,1000000,Free,Mature 17+
1151,NEW Theme for Phone X,1.0,8642,3700000,500000,Free,Everyone
1152,Renesas PMA,1.0,0,6600000,5,Free,Everyone
1153,CK-12: Practice Math & Science,1.0,562,20000000,50000,Free,Everyone
1155,AZ Immune Related AEManagement,0.0,3,7300000,500,Free,Everyone
1156,Nick Jr. - Shows & Games,1.0,8968,35000000,1000000,Free,Everyone
1158,BJ - Confidential,1.0,0,3200000,10,Free,Teen
1159,Zombie Avengers:(Dreamsky)Stickman War Z,1.0,13604,96000000,1000000,Paid,Teen
1160,Sports Car Driving Simulator 2018,1.0,2178,57000000,500000,Free,Everyone
1161,PayPal,1.0,659741,47000000,50000000,Free,Everyone
1162,"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",1.0,372553,21000000,10000000,Free,Everyone
1163,FE Mechanical Engineering Prep,0.0,2,21000000,1000,Free,Everyone
1164,Scarf Fashion Designer,1.0,16637,10000000,1000000,Free,Everyone
1165,EC Calgary,1.0,6,8100000,100,Free,Teen
1166,CG - Chemistry free,1.0,7,2300000,1000,Free,Everyone
1167,"Super Resume Builder Pro, CV",1.0,244,6900000,1000,Paid,Everyone
1168,HD Camera for Android,1.0,351254,4000000,10000000,Free,Everyone
1169,Offline English Dictionary,1.0,860,13000000,100000,Free,Everyone
1170,Spine- The dating app,1.0,5,9300000,500,Free,Teen
1171,FD Community FCU Mobile,1.0,175,12000000,1000,Free,Everyone
1172,"FastMeet: Chat, Dating, Love",1.0,22544,5900000,1000000,Free,Mature 17+
1174,Gun Mod: Guns in Minecraft PE,0.0,33812,12000000,5000000,Free,Teen
1175,Bluetooth Pair,0.0,1960,2700000,1000000,Free,Everyone
1176,M+,1.0,198,9100000,10000,Free,Everyone
1179,Free Book Reader,0.0,1680,4000000,100000,Free,Everyone
1180,NB|AZ Business Mobile Banking,1.0,44,13000000,1000,Free,Everyone
1181,CV Samples 2018,1.0,34,26000000,10000,Free,Everyone
1182,Best CG views,1.0,4,2500000,100,Free,Teen
1183,Cisco Webex Teams,1.0,1661,46000000,100000,Free,Everyone
1186,Fruits Bomb,1.0,74673,17000000,10000000,Free,Everyone
1187,Dots & Co: A Puzzle Adventure,1.0,81001,85000000,1000000,Free,Everyone
1188,Free Poker Games : Downtown Casino - Texas Holdem,1.0,2032,50000000,50000,Free,Teen
1189,Moven - Smart Finances,0.0,861,17000000,100000,Free,Everyone
1190,British Columbia Transit Info,1.0,0,5000000,100,Free,others
1191,CF Calculator,0.0,25,4700000,1000,Free,Everyone
1192,Parkinson Exercices FR,1.0,3,9500000,1000,Free,Everyone
1193,Maps CU,0.0,256,28000000,10000,Free,Everyone
1194,Axe Champ,0.0,141,19000000,10000,Free,Everyone
1195,Entel,0.0,16168,55000000,1000000,Free,Everyone
1196,The Visitor: Ep.2 - Sleepover Slaughter,1.0,5731,31000000,1000000,Free,Mature 17+
1197,X Launcher Pro - IOS Style Theme & Control Center,1.0,1216,8600000,10000,Paid,Everyone
1198,FP Live,1.0,0,3300000,10,Free,Teen
1199,Four In A Line,0.0,22191,3000000,1000000,Free,Everyone
1201,myAir™ for Air10™ by ResMed,0.0,236,18000000,50000,Free,Everyone
1202,U-Dictionary: Best English Learning Dictionary,1.0,166886,21000000,10000000,Free,others
1203,think Comics,1.0,1006,19000000,50000,Free,Everyone
1204,FRONTLINE COMMANDO,1.0,1351833,12000000,10000000,Free,Teen
1205,Elkhart County 4-H Fair,0.0,38,42000000,5000,Free,Everyone
1206,DM TrackMan,1.0,10,7800000,100,Free,Everyone
1208,Pokémon GO,1.0,10424925,85000000,100000000,Free,Everyone
1209,10 WPM Amateur ham radio CW Morse code trainer,0.0,10,3800000,100,Paid,Everyone
1210,Audiowalk EB,1.0,0,90000000,10,Free,Everyone
1211,O-Level Past Papers & Solution (up to 2017),0.0,589,28000000,100000,Free,Everyone
1212,CJ SO COOL,1.0,145,14000000,10000,Free,Everyone
1213,BZ Vesper-App,1.0,60,13000000,1000,Free,Everyone
1215,Wolf of the BF:Commando MOBILE,0.0,32,27000000,1000,Paid,others
1216,Noticias FC Barcelona,1.0,4,3100000,100,Free,Everyone
1217,BD Live Call,1.0,7,308000,5000,Free,Everyone
1218,Download Manager - File & Video,0.0,8780,5000000,1000000,Free,Everyone
1219,The Daily BJ,1.0,38,24000000,500,Free,Everyone
1220,PulsePoint Respond,1.0,7837,21000000,100000,Free,Everyone
1223,Learn CW,1.0,0,21000000,1,Paid,Everyone
1224,Travis CU,0.0,207,2900000,10000,Free,Everyone
1226,Scratch Logo Quiz. Challenging brain puzzle,0.0,152102,18000000,10000000,Free,Teen
1228,Pinkalicious Party,0.0,2,82000000,500,Paid,Everyone
1229,BU Calculator,1.0,69,3100000,1000,Free,Everyone
1230,Saiyan Of CW,0.0,5,1100000,500,Free,Everyone
1231,Easy Hotspot Ad Free,1.0,2,3300000,10,Paid,Everyone
1232,B.GOOD,0.0,155,20000000,10000,Free,Everyone
1234,Zaatar w Zeit,1.0,205,33000000,50000,Free,Everyone
1235,Deck Heroes: Legacy,1.0,466495,52000000,10000000,Free,Teen
1236,Gold Quote - Gold.fr,1.0,96,1500000,10000,Free,Everyone
1237,Best New Ringtones 2018 Free 🔥 For Android™,1.0,3014,21000000,100000,Free,Everyone
1238,CQ ESPM,1.0,2,3400000,5,Free,Everyone
1239,Real Football,1.0,585564,33000000,10000000,Free,Everyone
1240,Learn Top 300 English Words,1.0,61600,3400000,1000000,Free,Everyone
1241,Calvin Klein Petite Dresses,1.0,0,3700000,500,Free,Everyone
1242,CJ DVD Rentals,0.0,5,13000000,100,Free,Everyone
1243,Calculator L,1.0,2965,2400000,100000,Free,Everyone
1244,Financial Calculator BA Chien.,1.0,23,954000,500,Paid,Everyone
1245,Ham Radio Prefixes,0.0,218,3700000,10000,Free,Everyone
1246,Travelmoji,0.0,13,10000000,500,Free,Everyone
1248,DW فارسی By dw-arab.com,1.0,11,4400000,1000,Free,Everyone
1249,Art Pixel Coloring. Color by Number.,1.0,992,49000000,100000,Free,Teen
1251,Local Services ads by Google,1.0,7,12000000,1000,Free,Everyone
1252,Culver's,0.0,1638,4900000,100000,Free,Everyone
1253,Color Touch Effects,0.0,167652,12000000,10000000,Free,Everyone
1254,FH Wallet,1.0,0,9900000,1,Free,Everyone
1255,EC Reps,0.0,1,5400000,100,Free,Everyone
1257,Pdf Book Download - Read Pdf Book,1.0,1322,3500000,100000,Free,Everyone
1258,Inbox.eu,0.0,98,9700000,10000,Free,Everyone
1260,Wi-Fi Master,1.0,3673,5800000,500000,Free,Everyone
1261,OnePlus Icon Pack,1.0,440,920000,500000,Free,Everyone
1262,FK Željezničar Izzy,1.0,119,17000000,1000,Free,Everyone
1263,Beach Head Shooting Assault,0.0,555,44000000,100000,Free,Teen
1264,A.J. Green Wallpapers 4 Fans,1.0,0,4300000,5,Free,Everyone
1267,Chinese Chess / Co Tuong,1.0,6947,20000000,500000,Free,Everyone
1268,Catalyst AZ,1.0,12,8400000,500,Free,Teen
1269,GPS Speedometer and Odometer,1.0,15865,3300000,1000000,Free,Everyone
1270,Wallpapers DAF CF 85 Trucks,1.0,0,16000000,10,Free,Teen
1271,The Legacy (Full),1.0,144,6300000,1000,Paid,Everyone
1272,Hotels Combined - Cheap deals,1.0,17202,12000000,5000000,Free,Everyone
1273,Calvin Klein – US Store,1.0,221,9500000,50000,Free,Teen
1274,DC Legends: Battle for Justice,1.0,355613,59000000,10000000,Free,Teen
1275,EB Scanner,1.0,9,25000000,50,Free,Everyone
1276,Idle Heroes,1.0,416540,99000000,10000000,Free,others
1277,wetter.com - Weather and Radar,1.0,189313,38000000,10000000,Free,Everyone
1278,Power Plug EV charger,0.0,13,3900000,1000,Free,Everyone
1280,EG SIM CARD (EGSIMCARD),1.0,105,5000000,10000,Free,Everyone
1281,Ditto CP Calculator GO,1.0,34,12000000,1000,Free,Everyone
1282,Vegas Crime Simulator,1.0,721646,99000000,50000000,Free,Teen
1284,Vienna U-Bahn,0.0,139,2000000,10000,Free,Everyone
1285,The T Factor,1.0,48,13000000,1000,Free,Everyone
1286,Six Pack in 30 Days - Abs Workout,1.0,272337,13000000,10000000,Free,Everyone
1287,Sticker Market: Emoji keyboard,1.0,303,44000000,10000,Free,Teen
1288,Qarabağ FK,1.0,9,5500000,100,Free,Everyone
1289,UC Browser Mini -Tiny Fast Private & Secure,1.0,3648120,3300000,100000000,Free,Teen
1290,DT Driving Test Theory,1.0,477,1600000,10000,Free,Everyone
1291,BU Study,1.0,7,5600000,10,Free,Everyone
1292,591 Housing Trading - Hong Kong,1.0,3522,15000000,100000,Free,Everyone
1293,Register.ca Mobile,1.0,0,1200000,100,Free,Everyone
1294,Klara weather,1.0,36900,4800000,500000,Free,Everyone
1295,Neighborhoods & Apartments,0.0,2042,3000000,100000,Free,Everyone
1296,Will it Crush?,0.0,25825,16000000,5000000,Free,Everyone
1297,Masha and Bear: Cooking Dash,1.0,151374,54000000,10000000,Free,Everyone
1298,JoJo Siwa Top Hits Music,1.0,0,4900000,10,Free,Teen
1299,CB Land,1.0,0,6400000,100,Free,Everyone
1300,Pedometer,1.0,400592,2900000,10000000,Free,Everyone
1301,Sight Words Pre-K to Grade-3,1.0,1185,40000000,100000,Free,Everyone
1302,EO Mumbai,1.0,0,11000000,10,Free,Everyone
1303,CG Jobs,1.0,8,14000000,10,Free,Everyone
1305,I Screen Dialer,1.0,8137,3900000,1000000,Free,Everyone
1306,Them Bombs: co-op board game play with 2-4 friends,1.0,8038,52000000,100000,Free,Teen
1307,Baby Tiger Care - My Cute Virtual Pet Friend,1.0,432,63000000,100000,Free,others
1308,Mad Skills Motocross,0.0,32522,44000000,1000000,Free,Everyone
1309,Android P 9.0,0.0,12,4900000,500,Free,Everyone
1310,EF Utilities,1.0,0,3600000,5,Free,Everyone
1311,Doomsday Preppers™,1.0,137167,52000000,1000000,Free,Everyone
1312,AT&T U-verse,0.0,38606,96000000,1000000,Free,Everyone
1314,EY ATL Fuel Calculator,1.0,15,3100000,500,Free,Everyone
1315,ck-modelcars Shop,1.0,118,6400000,5000,Free,Everyone
1317,DB for Fallout Shelter,0.0,3323,47000000,100000,Free,Everyone
1318,Receipt Hog - Receipts to Cash,1.0,72596,19000000,1000000,Free,Teen
1319,EP Calipers,1.0,4,15000000,100,Paid,Everyone
1322,BR Classified,1.0,0,28000000,50,Free,Everyone
1323,Woodman Deluxe,0.0,82,4400000,5000,Free,Everyone
1324,The Fish Master!,1.0,15763,54000000,1000000,Free,Everyone
1325,CM FILE MANAGER Pro,1.0,2359,2700000,10000,Paid,Everyone
1327,Preschool All-In-One,1.0,9019,44000000,1000000,Free,Everyone
1328,FarmersOnly Dating,0.0,1146,1400000,100000,Free,Mature 17+
1330,Trello,1.0,72513,12000000,5000000,Free,Everyone
1331,OST),0.0,4444,10000000,500000,Free,Everyone
1332,AH of Rocky Hill,1.0,0,29000000,100,Free,Everyone
1333,DMR BrandMeister Tool,0.0,78,2500000,10000,Free,Everyone
1334,"591 housing transactions - renting houses, middle-class houses, new cases, real-time registration, villas through the sky, apartment suites, MRT, buying a house selling prices, housing mortgages",1.0,24977,21000000,1000000,Free,Everyone
1335,Morse Machine for Ham Radio,1.0,341,9600000,5000,Paid,Everyone
1336,Q-Ticketing,0.0,114,19000000,10000,Free,Everyone
1337,"Niche: College, K-12, and Neighborhood Search",0.0,42,26000000,5000,Free,Everyone
1338,Black People Meet Singles Date,0.0,10212,5000000,1000000,Free,Mature 17+
1339,Free Dating App & Flirt Chat - Match with Singles,1.0,172460,3100000,5000000,Free,Mature 17+
1340,Noticias DF,1.0,2,2300000,1000,Free,Everyone
1341,Profile pictures for WhatsApp,1.0,10786,9400000,500000,Free,Mature 17+
1343,Quiz for Clash Royale™,0.0,3788,32000000,100000,Free,Everyone
1344,Remix Second Hand,1.0,867,7500000,100000,Free,Everyone
1345,CD Supply,1.0,0,14000000,5,Free,Mature 17+
1346,EZ Pass,0.0,15,228000,5000,Free,Everyone
1347,Cъновник BG,1.0,13,4099999,1000,Free,Everyone
1348,EY Divest,1.0,0,54000000,5,Free,Everyone
1349,i miss you quotes and photos,1.0,0,5000000,100,Free,Everyone
1350,Recettes Faciles et Rapides,1.0,95,12000000,50000,Free,Everyone
1354,NCLEX Multi-topic Nursing Exam Review-Quiz & notes,1.0,1,4200000,10,Free,Everyone
1355,"BT Dating -Find your match, help cupid, be social",1.0,158,26000000,50000,Free,Mature 17+
1356,EF Summits,1.0,0,19000000,100,Free,Everyone
1357,Unstoppaball DX,1.0,5,40000000,50,Paid,Everyone
1358,Drive 4x4 Luxury SUV Jeep,1.0,2183,46000000,500000,Free,Everyone
1359,3G to 4G Converter - Simulator,1.0,268,2400000,10000,Free,Everyone
1360,ENCHANT U,1.0,83977,11000000,500000,Free,Everyone
1361,ACCEPT CE MARKING,1.0,0,30000000,10,Free,Everyone
1362,What is my IP address,1.0,4228,656000,500000,Free,Everyone
1363,Nubank,1.0,130582,24000000,5000000,Free,Everyone
1364,Don't Starve: Pocket Edition,1.0,17988,7900000,100000,Paid,Teen
1365,Q,1.0,69126,60000000,1000000,Free,Everyone
1366,R Studio,0.0,23,8900000,5000,Free,Everyone
1367,CG Creative Sets: 2D/3D Artist,1.0,117,5000000,10000,Free,Everyone
1368,United Ag Cooperative,1.0,0,4200000,5,Free,Everyone
1369,Plug-in app (System AC),0.0,126,11000000,10000,Free,Everyone
1370,Modern Counter Global Strike 3D,1.0,297,48000000,50000,Free,Teen
1371,BW Map mobile,0.0,57,32000000,10000,Free,Everyone
1372,Talking Tom & Ben News,1.0,1131937,41000000,100000000,Free,Everyone
1373,Rejoin Your Ex,1.0,0,29000000,100,Free,Everyone
1374,9th stage,1.0,454,16000000,100000,Free,Everyone
1375,BZ Zombie VR,1.0,12,98000000,1000,Free,Mature 17+
1376,AMBW Dating App: Asian Men Black Women Interracial,0.0,2,17000000,100,Paid,Mature 17+
1377,Room Painting Ideas,0.0,4450,7600000,1000000,Free,Everyone
1378,Zowi App,1.0,516,21000000,50000,Free,Everyone
1379,iHoroscope - 2018 Daily Horoscope & Astrology,1.0,398307,19000000,10000000,Free,Everyone
1380,Toca Life: Hospital,1.0,3528,24000000,100000,Paid,Everyone
1381,Azpen eReader,0.0,156,42000000,500000,Free,Everyone
1382,AX Timesheets App for Dynamics,1.0,0,9000000,10,Free,Everyone
1383,EY Africa,1.0,0,8400000,100,Free,Everyone
1384,Disney Crossy Road,1.0,514088,83000000,10000000,Free,Everyone
1385,Social network all in one 2018,1.0,1403,3700000,100000,Free,Everyone
1386,Makeup Editor -Beauty Photo Editor & Selfie Camera,1.0,3378,30000000,1000000,Free,Mature 17+
1388,Marcus Theatres,0.0,2639,8500000,100000,Free,Everyone
1389,Display Phone Screen On TV,0.0,9895,2700000,1000000,Free,Everyone
1390,BZ-Digital,1.0,4,36000000,100,Free,Everyone
1391,AP Calculus BC: Practice Tests and Flashcards,0.0,5,5400000,1000,Free,Everyone
1392,Easy Origami Ideas,1.0,1015,11000000,100000,Free,Everyone
1393,Evolution CP & IV Calculator for pokemon,1.0,9465,43000000,500000,Free,Everyone
1394,CT Abdomen,1.0,7,62000000,1000,Free,Everyone
1395,English for Everyone,0.0,429,18000000,10000,Free,Everyone
1396,Clean Master Lite - For Low-End Phone,1.0,2246379,5100000,50000000,Free,Everyone
1397,Koi Live Wallpaper,1.0,14026,12000000,100000,Paid,Everyone
1398,CB Outdoors,0.0,5,12000000,1000,Free,Everyone
1400,Au Pair Legend,1.0,28,8800000,1000,Free,Everyone
1401,The Grand Wars: San Andreas,0.0,29990,96000000,1000000,Free,Teen
1402,Southland CU,0.0,109,2800000,10000,Free,Everyone
1403,Fisher-Price® Smart Connect™,0.0,422,72000000,50000,Free,Everyone
1404,Cube BR LWP simple,1.0,19,206000,1000,Free,Everyone
1406,The Great Wobo Escape Ep. 1,1.0,5449,20000000,500000,Free,others
1407,DP Battle,1.0,132,2500000,5000,Free,Everyone
1408,Ez Screen Recorder (no ad),1.0,8696,14000000,100000,Free,Everyone
1409,TNEB Quick Pay Easy,1.0,28,1400000,10000,Free,Teen
1410,Manga Master - Best manga & comic reader,1.0,24005,4900000,500000,Free,others
1411,Baby Panda’s Juice Shop,1.0,19230,45000000,5000000,Free,Everyone
1412,Dr. McDougall Mobile Cookbook,0.0,76,1200000,1000,Paid,Everyone
1413,Ay Yıldız Duvar Kağıtları,1.0,3,6500000,100,Free,Everyone
1414,Little Fire Station,1.0,3762,44000000,1000000,Free,Everyone
1415,CONNECT: The Mobile CX Summit,1.0,0,18000000,50,Free,Teen
1416,Groovebook Photo Books & Gifts,0.0,21159,36000000,500000,Free,Everyone
1417,Dr. 2048,0.0,1985,3500000,500000,Free,Everyone
1418,I'm Ping Pong King :),1.0,29864,40000000,1000000,Free,Everyone
1419,Open in WhatsApp (click to chat),1.0,12121,79000,1000000,Free,Everyone
1420,BI-LO,0.0,43,30000000,10000,Free,Everyone
1421,ab,0.0,10,22000000,1000,Free,Everyone
1422,AP Themes for Kustom/KLWP,0.0,5,45000000,500,Paid,Everyone
1423,FR Plus 1.6,1.0,4,3900000,100,Free,Everyone
1424,Yeled EI,1.0,0,15000000,100,Free,Everyone
1425,Gear.Club - True Racing,1.0,140658,37000000,1000000,Free,Everyone
1426,Chime - Mobile Banking,1.0,5928,22000000,500000,Free,Everyone
1427,Mutual - LDS Dating,0.0,1439,38000000,50000,Free,Mature 17+
1428,AAS-IN-ASIA 2018,1.0,3,11000000,100,Free,Everyone
1429,CD View Lite,1.0,2,20000000,100,Free,Everyone
1430,"MexiRoomies - roomies, mexico, df, apt, house room",1.0,2,32000000,500,Free,Everyone
1432,Mirrativ: Live Stream Any App,1.0,17955,89000000,500000,Free,Teen
1433,Angry Birds Blast,1.0,253115,99000000,10000000,Free,Everyone
1434,DTPay,1.0,18,994000,1000,Free,Everyone
1435,DF SmartPlus,1.0,0,36000000,10,Free,Everyone
1436,FP Transportation,1.0,1,885000,1,Free,Everyone
1437,BJ & Jamie,0.0,13,17000000,100,Free,Everyone
1438,"m, cm, mm to yard, feet, inch converter tool",1.0,246,2800000,100000,Free,Everyone
1439,Police VAZ LADA Simulator,0.0,3502,61000000,500000,Free,Teen
1440,14thStreetVet,1.0,0,29000000,5,Free,Everyone
1441,BA Status,1.0,0,5100000,100,Free,Everyone
1442,Financial Times,1.0,27104,8199999,1000000,Free,others
1443,LightInTheBox Online Shopping,0.0,41986,26000000,5000000,Free,Teen
1444,EZ-ELD Update,0.0,14,4600000,1000,Free,Everyone
1446,autoricardo.ch – vehicles,0.0,1045,13000000,100000,Free,Everyone
1447,DS get,0.0,71852,22000000,5000000,Free,Everyone
1448,Grabo.bg,1.0,8175,3200000,100000,Free,Everyone
1452,Halalguur,1.0,6,9000000,100,Free,Mature 17+
1453,BELONG Beating Cancer Together,1.0,623,20000000,50000,Free,Teen
1454,Wallpapers Volvo FH Truck,1.0,4,14000000,100,Free,Teen
1455,SAT Test,1.0,2363,6600000,100000,Free,Everyone
1456,Talking Angela,0.0,1828284,52000000,100000000,Free,Everyone
1458,EF Jumper,1.0,4,5100000,100,Free,Everyone
