Elevation,Aspect,Slope,pitagoras,Horizontal_Distance_To_Roadways,Wilderness_Area_Type,Soil_Type,Cover_Type
2252,113,31.0,319.53090617340916,624.0,Wilderness_Area4,Soil_Type3,4
2211,97,32.0,256.8598839834668,592.0,Wilderness_Area4,Soil_Type3,4
2184,98,32.0,220.55384830013736,577.0,Wilderness_Area4,Soil_Type3,4
2161,102,32.0,184.83776670366908,564.0,Wilderness_Area4,Soil_Type3,4
2140,105,32.0,152.11837495845134,552.0,Wilderness_Area4,Soil_Type3,4
2103,109,30.0,91.92388155425118,532.0,Wilderness_Area4,Soil_Type3,4
2075,105,24.0,43.174066289845804,518.0,Wilderness_Area4,Soil_Type3,4
2063,81,9.0,30.0,514.0,Wilderness_Area4,Soil_Type3,4
2064,307,16.0,0.0,511.0,Wilderness_Area4,Soil_Type3,4
2196,359,23.0,178.46568297574746,616.0,Wilderness_Area4,Soil_Type10,3
2035,281,28.0,32.31098884280702,430.0,Wilderness_Area4,Soil_Type10,3
2178,291,32.0,209.3895890439637,516.0,Wilderness_Area4,Soil_Type10,3
2132,47,27.0,235.64804263986576,390.0,Wilderness_Area4,Soil_Type6,3
3247,36,4.0,417.4793408062248,4473.0,Wilderness_Area1,Soil_Type38,7
3310,223,20.0,401.00124688085447,1879.0,Wilderness_Area1,Soil_Type29,1
2997,279,12.0,369.44417710934357,1489.0,Wilderness_Area3,Soil_Type31,2
3036,323,15.0,311.0819827633867,424.0,Wilderness_Area3,Soil_Type32,2
2740,76,20.0,61.0,1008.0,Wilderness_Area3,Soil_Type20,6
2863,210,20.0,310.9228200052225,1048.0,Wilderness_Area3,Soil_Type13,5
2913,337,14.0,231.3114783144148,1006.0,Wilderness_Area3,Soil_Type32,2
2114,75,7.0,0.0,726.0,Wilderness_Area4,Soil_Type14,4
2076,322,11.0,0.0,1329.0,Wilderness_Area4,Soil_Type17,4
2083,309,23.0,31.622776601683793,1343.0,Wilderness_Area4,Soil_Type17,3
2352,0,5.0,209.2008604188807,942.0,Wilderness_Area4,Soil_Type6,4
2348,192,9.0,240.14995315427402,895.0,Wilderness_Area4,Soil_Type6,4
2363,254,24.0,286.457675756821,850.0,Wilderness_Area4,Soil_Type6,4
2381,250,24.0,313.4980063732463,828.0,Wilderness_Area4,Soil_Type6,4
2397,158,19.0,341.2110783664563,806.0,Wilderness_Area4,Soil_Type6,4
2376,129,32.0,360.41087663942665,785.0,Wilderness_Area4,Soil_Type3,4
2328,125,32.0,431.20760661194277,743.0,Wilderness_Area4,Soil_Type3,4
2304,126,32.0,409.71819583709,722.0,Wilderness_Area4,Soil_Type3,4
2285,128,32.0,389.1387927205408,703.0,Wilderness_Area4,Soil_Type3,4
2266,130,32.0,360.568994784632,684.0,Wilderness_Area4,Soil_Type3,4
2252,136,32.0,333.91765451979325,666.0,Wilderness_Area4,Soil_Type3,4
2240,133,32.0,302.95214143491376,649.0,Wilderness_Area4,Soil_Type3,4
2226,120,32.0,271.8234721285121,633.0,Wilderness_Area4,Soil_Type3,4
2183,98,32.0,207.23416706711276,604.0,Wilderness_Area4,Soil_Type3,4
2161,98,32.0,174.4161689752415,591.0,Wilderness_Area4,Soil_Type3,4
2117,101,32.0,106.89246933250256,569.0,Wilderness_Area4,Soil_Type3,4
2099,104,29.0,73.824115301167,560.0,Wilderness_Area4,Soil_Type3,4
2084,106,26.0,44.94441010848846,553.0,Wilderness_Area4,Soil_Type3,4
2065,338,8.0,0.0,543.0,Wilderness_Area4,Soil_Type3,4
2073,312,24.0,0.0,541.0,Wilderness_Area4,Soil_Type4,4
2141,293,28.0,145.96232390586277,541.0,Wilderness_Area4,Soil_Type10,3
2175,337,20.0,266.2423707827137,560.0,Wilderness_Area4,Soil_Type10,3
2192,331,25.0,278.72925931807015,591.0,Wilderness_Area4,Soil_Type10,3
2198,332,24.0,249.75588081164375,604.0,Wilderness_Area4,Soil_Type10,3
2205,333,23.0,222.39604313026794,618.0,Wilderness_Area4,Soil_Type10,3
2090,37,28.0,111.57060544785082,451.0,Wilderness_Area4,Soil_Type10,3
2141,143,26.0,219.2008211663451,379.0,Wilderness_Area4,Soil_Type6,3
3250,32,9.0,376.70280062670093,4439.0,Wilderness_Area1,Soil_Type38,7
3252,340,6.0,301.0398644698074,4350.0,Wilderness_Area1,Soil_Type38,7
3245,53,2.0,234.69128658729537,4261.0,Wilderness_Area1,Soil_Type38,7
2955,155,18.0,301.8691769624716,426.0,Wilderness_Area3,Soil_Type32,5
2825,83,25.0,205.7692882818036,865.0,Wilderness_Area3,Soil_Type13,5
2810,90,29.0,174.18381095842403,890.0,Wilderness_Area3,Soil_Type13,5
2790,95,32.0,143.37712509323097,916.0,Wilderness_Area3,Soil_Type13,5
2771,96,29.0,112.64102272262978,942.0,Wilderness_Area3,Soil_Type13,5
2848,215,18.0,266.3719204420766,1026.0,Wilderness_Area3,Soil_Type13,5
2856,223,13.0,311.8092365533773,1012.0,Wilderness_Area3,Soil_Type13,5
2121,0,9.0,0.0,768.0,Wilderness_Area4,Soil_Type14,4
2126,2,32.0,33.54101966249684,618.0,Wilderness_Area4,Soil_Type14,3
2161,333,32.0,100.16985574512923,537.0,Wilderness_Area4,Soil_Type10,3
2224,61,29.0,466.75261113356396,495.0,Wilderness_Area4,Soil_Type10,3
2190,1,32.0,525.0380938560554,566.0,Wilderness_Area4,Soil_Type10,3
2193,8,32.0,519.2494583531118,582.0,Wilderness_Area4,Soil_Type10,3
2078,326,9.0,0.0,1342.0,Wilderness_Area4,Soil_Type17,4
2320,337,11.0,340.90614544182097,1262.0,Wilderness_Area4,Soil_Type2,3
2360,257,11.0,237.36048533822978,1107.0,Wilderness_Area4,Soil_Type6,4
2365,57,21.0,223.57325421436258,1008.0,Wilderness_Area4,Soil_Type6,4
2358,73,12.0,227.2003521124032,984.0,Wilderness_Area4,Soil_Type6,4
2348,136,13.0,247.95160818191923,937.0,Wilderness_Area4,Soil_Type6,4
2342,180,12.0,262.42713274354844,914.0,Wilderness_Area4,Soil_Type6,4
2372,213,21.0,329.3706119252293,849.0,Wilderness_Area4,Soil_Type6,4
2348,136,32.0,370.56713291925934,806.0,Wilderness_Area4,Soil_Type3,4
2325,137,32.0,425.37747942268874,785.0,Wilderness_Area4,Soil_Type3,4
2271,128,32.0,357.60453017264757,726.0,Wilderness_Area4,Soil_Type3,4
2252,128,32.0,338.0088756231114,708.0,Wilderness_Area4,Soil_Type3,4
2238,134,32.0,315.48375552474965,691.0,Wilderness_Area4,Soil_Type3,4
2199,119,32.0,225.257630281418,644.0,Wilderness_Area4,Soil_Type3,4
2153,103,32.0,156.5790535161073,618.0,Wilderness_Area4,Soil_Type3,4
2113,101,32.0,94.37160589923221,598.0,Wilderness_Area4,Soil_Type3,4
2095,105,30.0,65.79513659838392,589.0,Wilderness_Area4,Soil_Type3,4
2080,106,24.0,32.31098884280702,582.0,Wilderness_Area4,Soil_Type3,4
2068,74,6.0,0.0,577.0,Wilderness_Area4,Soil_Type3,4
2073,312,18.0,0.0,573.0,Wilderness_Area4,Soil_Type4,4
2290,119,32.0,147.2311108427835,1024.0,Wilderness_Area4,Soil_Type6,3
2254,121,32.0,121.6552506059644,964.0,Wilderness_Area4,Soil_Type6,3
3252,2,8.0,335.9315406448165,4406.0,Wilderness_Area1,Soil_Type38,7
3227,187,32.0,385.3011808961919,2683.0,Wilderness_Area1,Soil_Type29,2
3175,183,15.0,32.31098884280702,2242.0,Wilderness_Area1,Soil_Type29,1
2963,181,26.0,195.25624189766637,297.0,Wilderness_Area3,Soil_Type13,5
2958,156,24.0,220.63771209836273,339.0,Wilderness_Area3,Soil_Type13,5
2944,163,19.0,280.3176769310134,408.0,Wilderness_Area3,Soil_Type32,5
2943,169,17.0,290.64239195272256,433.0,Wilderness_Area3,Soil_Type32,5
2927,149,11.0,279.43514453268045,558.0,Wilderness_Area3,Soil_Type32,5
2916,135,11.0,276.80498550423545,616.0,Wilderness_Area3,Soil_Type32,5
2904,111,12.0,276.3783638420345,658.0,Wilderness_Area3,Soil_Type32,5
2741,262,13.0,0.0,1033.0,Wilderness_Area3,Soil_Type20,6
2821,239,20.0,179.94721448246983,1025.0,Wilderness_Area3,Soil_Type13,5
2848,244,16.0,269.2452413692766,990.0,Wilderness_Area3,Soil_Type13,5
2371,274,24.0,353.00991487492246,210.0,Wilderness_Area4,Soil_Type10,3
2431,280,22.0,412.70449476592813,330.0,Wilderness_Area4,Soil_Type11,3
2130,76,6.0,0.0,957.0,Wilderness_Area4,Soil_Type14,4
2126,345,7.0,0.0,882.0,Wilderness_Area4,Soil_Type14,4
2128,2,11.0,0.0,858.0,Wilderness_Area4,Soil_Type14,4
2235,40,28.0,491.1140397097196,524.0,Wilderness_Area4,Soil_Type10,3
2076,275,3.0,0.0,1356.0,Wilderness_Area4,Soil_Type1,4
2170,273,28.0,199.12307751739877,1473.0,Wilderness_Area4,Soil_Type10,3
2189,270,32.0,228.17756243767704,1489.0,Wilderness_Area4,Soil_Type10,3
2310,300,22.0,465.45031958308937,1355.0,Wilderness_Area4,Soil_Type6,3
2343,233,12.0,287.2107240337658,1173.0,Wilderness_Area4,Soil_Type6,4
2349,227,15.0,273.5854528296415,1148.0,Wilderness_Area4,Soil_Type6,4
2353,239,15.0,262.71086768537003,1123.0,Wilderness_Area4,Soil_Type6,4
2362,266,20.0,256.1893830743187,1099.0,Wilderness_Area4,Soil_Type6,4
2378,280,18.0,256.1640099623677,1074.0,Wilderness_Area4,Soil_Type6,4
2384,81,11.0,256.3201123595259,1050.0,Wilderness_Area4,Soil_Type6,4
2368,102,26.0,253.06125740618614,1026.0,Wilderness_Area4,Soil_Type6,4
2354,126,22.0,254.18300493935467,1003.0,Wilderness_Area4,Soil_Type6,4
2347,144,20.0,261.4287665885298,979.0,Wilderness_Area4,Soil_Type6,4
2341,234,23.0,303.65934861288235,912.0,Wilderness_Area4,Soil_Type6,4
2366,179,18.0,346.5616828213991,870.0,Wilderness_Area4,Soil_Type6,4
2354,129,32.0,366.62924051417394,849.0,Wilderness_Area4,Soil_Type6,4
2330,123,32.0,428.0432221166456,828.0,Wilderness_Area4,Soil_Type3,4
2309,125,32.0,398.2486660366862,807.0,Wilderness_Area4,Soil_Type3,4
2287,128,32.0,369.77019890737546,787.0,Wilderness_Area4,Soil_Type3,4
2241,128,32.0,307.12212554617423,732.0,Wilderness_Area4,Soil_Type3,4
2212,134,31.0,272.3765775539446,700.0,Wilderness_Area4,Soil_Type3,4
2188,128,31.0,212.6593520163174,671.0,Wilderness_Area4,Soil_Type3,4
2172,115,32.0,179.56892826989863,658.0,Wilderness_Area4,Soil_Type3,4
2149,108,32.0,145.96232390586277,646.0,Wilderness_Area4,Soil_Type3,4
2090,105,31.0,45.69463863518345,618.0,Wilderness_Area4,Soil_Type3,4
2073,102,18.0,30.4138126514911,612.0,Wilderness_Area4,Soil_Type3,4
2070,317,9.0,0.0,607.0,Wilderness_Area4,Soil_Type3,4
2136,39,28.0,30.14962686336267,564.0,Wilderness_Area4,Soil_Type10,3
2119,3,21.0,108.00462953040486,524.0,Wilderness_Area4,Soil_Type10,3
2118,19,20.0,124.4869471069156,518.0,Wilderness_Area4,Soil_Type10,3
2193,265,32.0,131.48764200486676,592.0,Wilderness_Area4,Soil_Type10,3
2315,204,14.0,241.0808992848666,914.0,Wilderness_Area4,Soil_Type6,3
2087,145,32.0,149.04026301640775,365.0,Wilderness_Area4,Soil_Type6,3
2075,157,32.0,126.57013865837392,335.0,Wilderness_Area4,Soil_Type6,3
2796,278,18.0,297.6995129320839,2208.0,Wilderness_Area3,Soil_Type33,2
2816,269,19.0,335.83626963149766,2256.0,Wilderness_Area3,Soil_Type33,2
2947,179,27.0,152.7776161615307,255.0,Wilderness_Area3,Soil_Type13,5
2948,180,27.0,165.73774464496614,277.0,Wilderness_Area3,Soil_Type13,5
2946,166,25.0,195.72429588581997,319.0,Wilderness_Area3,Soil_Type13,5
2934,167,18.0,258.43567865138124,391.0,Wilderness_Area3,Soil_Type13,5
2906,130,11.0,245.35892076710803,616.0,Wilderness_Area3,Soil_Type32,5
2739,86,7.0,0.0,993.0,Wilderness_Area3,Soil_Type23,6
2814,228,20.0,158.75767697972907,997.0,Wilderness_Area3,Soil_Type13,5
2882,286,17.0,359.70682506730395,938.0,Wilderness_Area3,Soil_Type13,1
2240,3,32.0,473.3339201874296,618.0,Wilderness_Area4,Soil_Type10,3
2252,307,16.0,456.45262623847395,811.0,Wilderness_Area4,Soil_Type10,3
2075,292,9.0,0.0,1383.0,Wilderness_Area4,Soil_Type17,4
2111,300,30.0,68.47627326307996,1409.0,Wilderness_Area4,Soil_Type10,3
2336,235,6.0,344.5692963686695,1240.0,Wilderness_Area4,Soil_Type2,4
2336,200,8.0,326.71088136148757,1215.0,Wilderness_Area4,Soil_Type2,4
2336,204,12.0,311.8413057951111,1190.0,Wilderness_Area4,Soil_Type2,4
2350,251,20.0,290.4496514027862,1140.0,Wilderness_Area4,Soil_Type6,4
2377,253,16.0,284.3817856333278,1092.0,Wilderness_Area4,Soil_Type6,4
2335,150,25.0,287.9340202199108,999.0,Wilderness_Area4,Soil_Type6,4
2329,157,23.0,297.06901555025894,977.0,Wilderness_Area4,Soil_Type3,4
2325,189,19.0,310.55112300553674,955.0,Wilderness_Area4,Soil_Type3,4
2346,224,28.0,345.93062888388476,912.0,Wilderness_Area4,Soil_Type6,4
2353,172,21.0,365.78955698598065,891.0,Wilderness_Area4,Soil_Type6,4
2341,121,32.0,431.84487955746334,870.0,Wilderness_Area4,Soil_Type6,4
2318,112,32.0,400.8952481634074,850.0,Wilderness_Area4,Soil_Type3,4
2298,112,32.0,375.4530596492723,830.0,Wilderness_Area4,Soil_Type3,4
2243,129,32.0,294.97966031575805,774.0,Wilderness_Area4,Soil_Type3,4
2228,130,32.0,273.76632371422164,757.0,Wilderness_Area4,Soil_Type3,4
2214,131,31.0,259.0617686961934,741.0,Wilderness_Area4,Soil_Type3,4
2201,131,30.0,246.0081299469593,726.0,Wilderness_Area4,Soil_Type3,4
2188,132,29.0,224.94888308235718,711.0,Wilderness_Area4,Soil_Type3,4
2161,117,32.0,171.4322023425004,685.0,Wilderness_Area4,Soil_Type3,4
2103,108,32.0,67.53517601961218,655.0,Wilderness_Area4,Soil_Type3,4
2072,68,8.0,0.0,641.0,Wilderness_Area4,Soil_Type3,4
2148,240,32.0,75.0,591.0,Wilderness_Area4,Soil_Type10,3
2212,251,32.0,135.60235986147143,633.0,Wilderness_Area4,Soil_Type10,3
2317,192,10.0,161.55494421403512,1003.0,Wilderness_Area4,Soil_Type6,3
2294,113,32.0,126.05157674539419,1050.0,Wilderness_Area4,Soil_Type6,3
2074,131,32.0,126.05157674539419,361.0,Wilderness_Area4,Soil_Type6,3
3248,224,14.0,213.5883891975404,3863.0,Wilderness_Area1,Soil_Type23,7
3271,169,8.0,430.6100323959023,3356.0,Wilderness_Area1,Soil_Type23,1
2773,96,7.0,272.44265451650557,1739.0,Wilderness_Area3,Soil_Type31,1
2932,177,26.0,151.90786681406595,277.0,Wilderness_Area3,Soil_Type13,5
2929,167,21.0,215.20455385516357,350.0,Wilderness_Area3,Soil_Type13,5
2913,173,17.0,217.86234185833953,511.0,Wilderness_Area3,Soil_Type13,5
2806,111,30.0,161.27616066858735,819.0,Wilderness_Area3,Soil_Type13,5
2746,93,13.0,30.805843601498726,953.0,Wilderness_Area3,Soil_Type23,6
2799,232,20.0,114.16216536138407,981.0,Wilderness_Area3,Soil_Type13,5
2339,180,1.0,364.3103072931097,67.0,Wilderness_Area4,Soil_Type2,3
2143,101,6.0,0.0,934.0,Wilderness_Area4,Soil_Type14,4
2144,357,12.0,30.14962686336267,955.0,Wilderness_Area4,Soil_Type14,4
2148,358,24.0,62.6418390534633,942.0,Wilderness_Area4,Soil_Type10,3
2270,2,17.0,441.6933325283505,570.0,Wilderness_Area4,Soil_Type10,3
2328,286,12.0,448.16514813180197,1358.0,Wilderness_Area4,Soil_Type6,3
2331,135,1.0,425.61132503729266,1333.0,Wilderness_Area4,Soil_Type2,4
2329,191,12.0,385.59175302384256,1282.0,Wilderness_Area4,Soil_Type2,4
2331,185,15.0,351.95028057951595,1231.0,Wilderness_Area4,Soil_Type2,4
2331,198,14.0,337.0370899470858,1207.0,Wilderness_Area4,Soil_Type2,4
2334,234,18.0,325.46735627402023,1182.0,Wilderness_Area4,Soil_Type2,4
2346,255,25.0,317.29008808974794,1158.0,Wilderness_Area4,Soil_Type6,4
2362,261,26.0,313.4645115479582,1134.0,Wilderness_Area4,Soil_Type6,4
2368,125,29.0,308.9919092791913,1087.0,Wilderness_Area4,Soil_Type6,4
2331,133,30.0,308.22881111278355,1041.0,Wilderness_Area4,Soil_Type3,4
2322,149,26.0,314.2499005568657,1019.0,Wilderness_Area4,Soil_Type3,4
2315,164,24.0,323.68194265358704,997.0,Wilderness_Area4,Soil_Type3,4
2315,196,21.0,335.65756359718756,976.0,Wilderness_Area4,Soil_Type3,4
2333,229,26.0,368.0720038253385,933.0,Wilderness_Area4,Soil_Type6,4
2232,120,32.0,268.66335812685736,799.0,Wilderness_Area4,Soil_Type3,4
2216,124,31.0,245.17748673155128,782.0,Wilderness_Area4,Soil_Type3,4
2202,129,30.0,225.39964507514205,767.0,Wilderness_Area4,Soil_Type3,4
2139,101,32.0,124.03628501370073,702.0,Wilderness_Area4,Soil_Type3,4
2117,22,30.0,186.79668091269716,570.0,Wilderness_Area4,Soil_Type10,3
2301,124,26.0,104.69479452198185,1068.0,Wilderness_Area4,Soil_Type6,3
3233,210,9.0,127.47548783981962,3949.0,Wilderness_Area1,Soil_Type23,7
3235,199,24.0,330.6055050963308,1930.0,Wilderness_Area1,Soil_Type29,1
2918,182,20.0,128.1327436684316,258.0,Wilderness_Area3,Soil_Type13,5
2910,168,24.0,197.80040444852483,390.0,Wilderness_Area3,Soil_Type13,5
2903,174,22.0,186.29009635512028,469.0,Wilderness_Area3,Soil_Type13,5
2900,140,8.0,190.71706793048176,600.0,Wilderness_Area3,Soil_Type13,5
2785,114,26.0,123.69316876852982,832.0,Wilderness_Area3,Soil_Type13,5
2759,109,18.0,61.39218191268331,886.0,Wilderness_Area3,Soil_Type23,5
2753,102,13.0,30.805843601498726,914.0,Wilderness_Area3,Soil_Type23,5
2153,158,24.0,0.0,900.0,Wilderness_Area4,Soil_Type14,4
2143,135,2.0,0.0,937.0,Wilderness_Area4,Soil_Type14,4
2166,353,27.0,98.48857801796105,892.0,Wilderness_Area4,Soil_Type10,3
2281,14,28.0,426.42701602970703,824.0,Wilderness_Area4,Soil_Type10,3
2109,160,25.0,30.265491900843113,1376.0,Wilderness_Area4,Soil_Type1,4
2106,194,23.0,30.805843601498726,1385.0,Wilderness_Area4,Soil_Type1,4
2112,268,32.0,70.49113419430843,1463.0,Wilderness_Area4,Soil_Type10,3
2321,139,14.0,426.85477624128794,1323.0,Wilderness_Area4,Soil_Type2,4
2319,183,19.0,391.79841755678393,1273.0,Wilderness_Area4,Soil_Type2,4
2328,243,21.0,352.64287884487334,1200.0,Wilderness_Area4,Soil_Type2,4
2342,257,28.0,345.3519943477958,1176.0,Wilderness_Area4,Soil_Type6,4
2360,251,25.0,341.4395993437199,1153.0,Wilderness_Area4,Soil_Type6,4
2356,124,32.0,335.77373333838966,1106.0,Wilderness_Area4,Soil_Type6,4
2309,145,26.0,342.32878932394806,1040.0,Wilderness_Area4,Soil_Type3,4
2304,211,20.0,362.1380952067871,997.0,Wilderness_Area4,Soil_Type3,4
2325,243,23.0,422.965719651132,955.0,Wilderness_Area4,Soil_Type3,4
2337,206,11.0,409.9268227379126,934.0,Wilderness_Area4,Soil_Type6,4
2315,103,32.0,360.3123644839294,895.0,Wilderness_Area4,Soil_Type3,4
2289,105,32.0,333.097583299549,876.0,Wilderness_Area4,Soil_Type3,4
2264,109,32.0,301.0398644698074,858.0,Wilderness_Area4,Soil_Type3,4
2224,115,32.0,245.60130292814003,824.0,Wilderness_Area4,Soil_Type3,4
2179,126,27.0,180.23595645708434,778.0,Wilderness_Area4,Soil_Type3,4
2167,129,26.0,170.83617883809038,765.0,Wilderness_Area4,Soil_Type3,4
2146,126,25.0,137.32079230764728,741.0,Wilderness_Area4,Soil_Type3,4
2137,113,29.0,111.83022847155415,731.0,Wilderness_Area4,Soil_Type3,4
2095,98,31.0,45.31004303683677,713.0,Wilderness_Area4,Soil_Type3,4
2078,97,16.0,30.066592756745816,706.0,Wilderness_Area4,Soil_Type3,4
2078,279,9.0,0.0,700.0,Wilderness_Area4,Soil_Type4,4
2131,11,32.0,174.92855684535903,600.0,Wilderness_Area4,Soil_Type10,3
2091,5,30.0,34.0,607.0,Wilderness_Area4,Soil_Type10,3
2290,131,30.0,74.68600939935136,1080.0,Wilderness_Area4,Soil_Type6,3
2203,59,21.0,0.0,900.0,Wilderness_Area4,Soil_Type5,4
2195,50,26.0,30.066592756745816,870.0,Wilderness_Area4,Soil_Type5,4
2162,73,27.0,0.0,810.0,Wilderness_Area4,Soil_Type5,4
2149,98,19.0,0.0,780.0,Wilderness_Area4,Soil_Type5,4
2004,106,10.0,0.0,240.0,Wilderness_Area4,Soil_Type6,4
1990,126,10.0,0.0,180.0,Wilderness_Area4,Soil_Type6,4
3256,73,16.0,184.29595763336752,4275.0,Wilderness_Area1,Soil_Type38,7
3237,130,8.0,95.524865872714,4186.0,Wilderness_Area1,Soil_Type38,7
3231,158,8.0,42.190046219457976,4126.0,Wilderness_Area1,Soil_Type38,7
2996,149,27.0,432.56675785362887,832.0,Wilderness_Area1,Soil_Type29,1
3018,330,17.0,137.31715115017496,180.0,Wilderness_Area3,Soil_Type31,2
2911,163,15.0,151.19854496654392,295.0,Wilderness_Area3,Soil_Type13,5
2907,155,17.0,171.5488268686207,323.0,Wilderness_Area3,Soil_Type13,5
2899,158,20.0,167.86899654194636,362.0,Wilderness_Area3,Soil_Type13,5
2894,161,14.0,162.24980739587951,582.0,Wilderness_Area3,Soil_Type13,5
2889,141,15.0,170.4494059831245,607.0,Wilderness_Area3,Soil_Type13,5
2780,105,21.0,110.85576214162258,819.0,Wilderness_Area3,Soil_Type13,5
2758,89,16.0,61.18823416311342,875.0,Wilderness_Area3,Soil_Type23,5
2367,256,23.0,457.05360735913683,228.0,Wilderness_Area4,Soil_Type10,3
2145,144,9.0,0.0,907.0,Wilderness_Area4,Soil_Type14,4
2177,1,23.0,102.31813133555558,1026.0,Wilderness_Area4,Soil_Type10,3
2241,333,27.0,221.45202640752692,741.0,Wilderness_Area4,Soil_Type10,3
2307,358,29.0,394.62007044751283,726.0,Wilderness_Area4,Soil_Type10,3
2304,359,31.0,388.8560144835103,757.0,Wilderness_Area4,Soil_Type10,3
2308,354,29.0,390.3857067055606,792.0,Wilderness_Area4,Soil_Type10,3
2107,242,24.0,0.0,1418.0,Wilderness_Area4,Soil_Type1,4
2100,76,27.0,35.510561809129406,1430.0,Wilderness_Area4,Soil_Type1,4
2108,274,32.0,67.53517601961218,1448.0,Wilderness_Area4,Soil_Type10,3
2151,279,32.0,141.50971698084905,1463.0,Wilderness_Area4,Soil_Type10,3
2310,286,28.0,451.1163929630578,1466.0,Wilderness_Area4,Soil_Type10,3
2317,109,17.0,450.5873944086763,1340.0,Wilderness_Area4,Soil_Type2,4
2310,145,15.0,433.2955111699174,1315.0,Wilderness_Area4,Soil_Type2,4
2310,202,17.0,402.318281960937,1266.0,Wilderness_Area4,Soil_Type2,4
2314,237,17.0,390.51248379533274,1242.0,Wilderness_Area4,Soil_Type2,4
2325,266,24.0,380.2656965859529,1218.0,Wilderness_Area4,Soil_Type2,4
2355,253,17.0,370.062156941236,1172.0,Wilderness_Area4,Soil_Type6,4
2360,143,18.0,366.98365086199686,1149.0,Wilderness_Area4,Soil_Type6,4
2323,121,32.0,362.162946751873,1104.0,Wilderness_Area4,Soil_Type3,4
2308,129,30.0,365.2683944717911,1082.0,Wilderness_Area4,Soil_Type3,4
2291,177,17.0,379.0052770081177,1040.0,Wilderness_Area4,Soil_Type3,4
2322,246,21.0,407.65303874741323,977.0,Wilderness_Area4,Soil_Type3,4
2331,185,15.0,390.51248379533274,957.0,Wilderness_Area4,Soil_Type6,4
2304,117,32.0,337.6062795624513,918.0,Wilderness_Area4,Soil_Type3,4
2278,115,32.0,304.81797847239915,900.0,Wilderness_Area4,Soil_Type3,4
2253,117,32.0,277.41124706831914,882.0,Wilderness_Area4,Soil_Type3,4
2216,122,32.0,224.32119828495925,849.0,Wilderness_Area4,Soil_Type3,4
2199,122,31.0,196.72569735548024,834.0,Wilderness_Area4,Soil_Type3,4
2185,121,28.0,172.40939649566667,819.0,Wilderness_Area4,Soil_Type3,4
2159,125,25.0,137.32079230764728,792.0,Wilderness_Area4,Soil_Type3,4
2124,128,29.0,92.70382947861431,759.0,Wilderness_Area4,Soil_Type3,4
2110,113,30.0,68.0,750.0,Wilderness_Area4,Soil_Type3,4
2078,85,13.0,0.0,735.0,Wilderness_Area4,Soil_Type3,4
2165,305,29.0,200.08498194517247,720.0,Wilderness_Area4,Soil_Type10,3
2233,326,26.0,357.777864044158,735.0,Wilderness_Area4,Soil_Type10,3
2239,329,25.0,384.1731380510615,742.0,Wilderness_Area4,Soil_Type10,3
2217,68,18.0,31.953090617340916,930.0,Wilderness_Area4,Soil_Type5,4
2139,83,24.0,0.0,750.0,Wilderness_Area4,Soil_Type5,4
2106,148,21.0,30.14962686336267,630.0,Wilderness_Area4,Soil_Type6,3
2008,21,3.0,0.0,270.0,Wilderness_Area4,Soil_Type14,4
2011,8,15.0,30.066592756745816,240.0,Wilderness_Area4,Soil_Type14,4
2006,35,23.0,30.066592756745816,210.0,Wilderness_Area4,Soil_Type14,4
3236,228,11.0,150.74813431681335,3854.0,Wilderness_Area1,Soil_Type23,7
2897,54,10.0,629.4068636422708,1490.0,Wilderness_Area3,Soil_Type32,2
2833,106,20.0,453.4754679141971,1634.0,Wilderness_Area3,Soil_Type13,5
2905,183,16.0,108.77959367454909,256.0,Wilderness_Area3,Soil_Type33,5
2899,154,18.0,150.74813431681335,313.0,Wilderness_Area3,Soil_Type33,5
2885,153,18.0,127.57742747053649,350.0,Wilderness_Area3,Soil_Type13,5
2880,170,19.0,122.57650672131263,366.0,Wilderness_Area3,Soil_Type13,5
2881,175,21.0,122.78436382536663,384.0,Wilderness_Area3,Soil_Type13,5
2869,124,22.0,156.8948692596415,644.0,Wilderness_Area3,Soil_Type13,5
2376,249,24.0,497.2574785762402,268.0,Wilderness_Area4,Soil_Type10,3
2149,68,9.0,0.0,916.0,Wilderness_Area4,Soil_Type14,4
2151,349,12.0,30.01666203960727,932.0,Wilderness_Area4,Soil_Type14,4
2267,335,27.0,262.6194966105906,738.0,Wilderness_Area4,Soil_Type10,3
2287,347,32.0,321.72659200010185,684.0,Wilderness_Area4,Soil_Type10,3
2104,134,15.0,0.0,1380.0,Wilderness_Area4,Soil_Type1,4
2103,25,4.0,0.0,1381.0,Wilderness_Area4,Soil_Type1,4
2102,31,14.0,30.066592756745816,1383.0,Wilderness_Area4,Soil_Type17,4
2095,8,9.0,30.14962686336267,1385.0,Wilderness_Area4,Soil_Type17,4
2101,268,18.0,0.0,1388.0,Wilderness_Area4,Soil_Type17,4
2093,16,6.0,0.0,1406.0,Wilderness_Area4,Soil_Type17,4
2256,301,28.0,376.3787985527346,1505.0,Wilderness_Area4,Soil_Type10,3
2328,91,16.0,493.1733974982836,1381.0,Wilderness_Area4,Soil_Type2,4
2305,119,18.0,458.1320770258289,1332.0,Wilderness_Area4,Soil_Type2,4
2298,126,29.0,395.0202526453549,1103.0,Wilderness_Area4,Soil_Type3,4
2287,141,22.0,433.4616476690873,1082.0,Wilderness_Area4,Soil_Type3,4
